DEPARTAMEN,PROVINCIA,DISTRITO,mean,min,max,std,amplitud_p90_p10,CLASE_P10_P90
PUNO,PUNO,CAPACHICA,2.1926695505777993,1.2634096145629883,3.9908266067504883,1.271727831569388,2.18193359375,INTERMEDIO (p10–p90)
PUNO,LAMPA,CABANILLA,-0.16343801220258078,-2.634068727493286,1.721462607383728,1.4369652113146516,3.4806521058082582,FRÍO (≤ p10)
AREQUIPA,CAYLLOMA,MADRIGAL,-0.16852086782455444,-2.572265386581421,2.4877240657806396,1.9246478819201744,4.5110679268836975,FRÍO (≤ p10)
PUNO,MOHO,TILALI,2.9847705364227295,1.2808051109313965,4.6887359619140625,1.703965425491333,2.7263446807861325,INTERMEDIO (p10–p90)
PUNO,SAN ROMAN,CARACOTO,0.644075567072088,0.21801592409610748,1.0262808799743652,0.2228655043808111,0.5402898192405701,FRÍO (≤ p10)
PUNO,MOHO,CONIMA,0.784928023815155,-0.39828595519065857,1.968142032623291,1.1832139939069748,1.8931423902511597,FRÍO (≤ p10)
AREQUIPA,CONDESUYOS,CHICHAS,8.600604248046874,1.8908826112747192,14.526325225830078,4.223409080385151,11.577608776092529,INTERMEDIO (p10–p90)
AREQUIPA,CARAVELI,HUANUHUANU,10.702808086688702,6.776434421539307,13.806621551513672,1.7943599215494812,4.416403770446777,INTERMEDIO (p10–p90)
AREQUIPA,CAYLLOMA,TUTI,-2.8557139805385043,-3.732879638671875,-2.0593292713165283,0.47863458428755834,1.0344191551208501,FRÍO (≤ p10)
PUNO,HUANCANE,PUSI,0.6849756240844727,0.24193228781223297,1.1994428634643555,0.3528517964504645,0.8073566630482674,FRÍO (≤ p10)
AREQUIPA,CASTILLA,ANDAGUA,2.262115732828776,-0.4496111571788788,7.165578842163086,2.321324631966937,5.456363493204116,INTERMEDIO (p10–p90)
AREQUIPA,CARAVELI,CAHUACHO,6.9016228569878475,2.8905704021453857,12.898150444030762,1.9473349527506014,4.363061237335205,INTERMEDIO (p10–p90)
AREQUIPA,CAYLLOMA,LARI,-1.5674501146589006,-3.1040713787078857,3.5814828872680664,2.0038125978141035,4.463681030273441,FRÍO (≤ p10)
AREQUIPA,CARAVELI,QUICACHA,7.918887576541385,4.407088756561279,11.278660774230957,1.9032503951024533,4.58124303817749,INTERMEDIO (p10–p90)
PUNO,LAMPA,SANTA LUCIA,-2.791865596064815,-4.706786632537842,4.02382230758667,1.59838043933456,2.8600731849670415,FRÍO (≤ p10)
PUNO,SAN ROMAN,JULIACA,0.791905036339393,-0.2514653503894806,1.8600398302078247,0.6220244606296627,1.4582100927829744,FRÍO (≤ p10)
APURIMAC,CHINCHEROS,URANMARCA,7.699319458007812,4.907863616943359,10.637225151062012,2.360033906989323,5.347723007202149,INTERMEDIO (p10–p90)
HUANUCO,HUAMALIES,ARANCAY,8.936190287272135,7.524961948394775,10.148505210876465,0.9895318296559521,2.3173139095306396,INTERMEDIO (p10–p90)
ANCASH,SANTA,MORO,16.062646484375,13.414904594421387,17.21686363220215,1.0833017962493714,2.1901196479797367,INTERMEDIO (p10–p90)
ANCASH,ANTONIO RAYMONDI,MIRGAS,5.807657514299665,4.450231552124023,8.721644401550293,1.3202517064407777,2.4404382705688485,INTERMEDIO (p10–p90)
ANCASH,SANTA,COISHCO,17.405792236328125,17.405792236328125,17.405792236328125,0.0,0.0,INTERMEDIO (p10–p90)
ANCASH,ANTONIO RAYMONDI,LLAMELLIN,8.877131779988607,6.237229824066162,11.82931137084961,2.29361177245974,4.473665237426758,INTERMEDIO (p10–p90)
ANCASH,SANTA,NUEVO CHIMBOTE,17.15312957763672,16.64966583251953,17.6508846282959,0.27159566008534586,0.7322807312011719,INTERMEDIO (p10–p90)
ANCASH,YUNGAY,YUNGAY,5.3508845242587,0.45888280868530273,10.216382026672363,3.3365923282999845,8.598304390907288,INTERMEDIO (p10–p90)
HUANUCO,HUACAYBAMBA,COCHABAMBA,10.396928267045455,5.629575252532959,14.027802467346191,2.6836696322443565,7.254229164123537,INTERMEDIO (p10–p90)
ANCASH,HUAYLAS,HUATA,5.4296698570251465,3.655039072036743,7.204300403594971,1.7746306657791178,2.8394090652465813,INTERMEDIO (p10–p90)
ANCASH,SANTA,NEPENA,16.88448224748884,14.822151184082031,17.389671325683594,0.6505899795182771,0.9504125595092745,INTERMEDIO (p10–p90)
ANCASH,HUAYLAS,PAMPAROMAS,7.8178872501148895,3.2735788822174072,14.87560749053955,3.6964024339080583,9.458513736724854,INTERMEDIO (p10–p90)
ANCASH,CARLOS FERMIN FITZCARRALD,SAN LUIS,7.651788711547852,5.145646572113037,9.728130340576172,1.418613003587447,3.1343935489654546,INTERMEDIO (p10–p90)
ANCASH,ANTONIO RAYMONDI,CHACCHO,10.66904322306315,8.582517623901367,12.553030967712402,1.6272697461757382,3.176410675048828,INTERMEDIO (p10–p90)
ANCASH,SANTA,SANTA,17.41126251220703,17.41126251220703,17.41126251220703,0.0,0.0,INTERMEDIO (p10–p90)
ANCASH,HUAYLAS,CARAZ,6.897989749908447,1.6868748664855957,11.005149841308594,3.3289947873296133,7.590345406532288,INTERMEDIO (p10–p90)
ANCASH,CORONGO,BAMBAS,10.074720764160157,8.231016159057617,11.937514305114746,1.22239569867715,2.659998893737793,INTERMEDIO (p10–p90)
ANCASH,POMABAMBA,PAROBAMBA,9.855291748046875,7.214053630828857,13.285816192626953,1.888364773670137,4.81524291038513,INTERMEDIO (p10–p90)
PUNO,MELGAR,UMACHIRI,-1.0000759271474986,-1.6077812910079956,-0.14576685428619385,0.46109555326953516,1.1200790524482729,FRÍO (≤ p10)
CUSCO,ESPINAR,PALLPATA,-1.1368806773218616,-1.6246246099472046,-0.3922598659992218,0.29216232916211554,0.7429974913597107,FRÍO (≤ p10)
PUNO,AZANGARO,AZANGARO,1.0563390254974365,-0.13957200944423676,1.835004210472107,0.5197908905297847,1.2166321694850923,FRÍO (≤ p10)
CUSCO,ESPINAR,ESPINAR,-0.1716044052787449,-1.343108057975769,1.4505263566970825,0.6614145992404405,1.683166474103928,FRÍO (≤ p10)
ICA,NASCA,NASCA,14.714891935649671,13.034852027893066,15.333919525146484,0.5077092368487404,1.1133428573608395,INTERMEDIO (p10–p90)
PUNO,SAN ANTONIO DE PUTINA,QUILCAPUNCU,-1.0236918926239014,-2.6767680644989014,0.5929892063140869,1.07406440819191,2.9035453647375107,FRÍO (≤ p10)
PUNO,MELGAR,AYAVIRI,-0.7411996023995536,-3.068408250808716,0.3235546052455902,0.8100855974948995,2.020688851177692,FRÍO (≤ p10)
AREQUIPA,LA UNION,PUYCA,-0.5507063865661621,-2.3683931827545166,5.0452351570129395,1.590916678160232,3.8533053755760225,FRÍO (≤ p10)
AREQUIPA,LA UNION,HUAYNACOTAS,-0.19037946065266928,-2.3800394535064697,8.375465393066406,1.984850000352001,2.8384586453437812,FRÍO (≤ p10)
CUSCO,ESPINAR,ALTO PICHIGUA,-0.8155162811279297,-1.4588756561279297,0.17301833629608154,0.38017231788258443,0.7019011557102204,FRÍO (≤ p10)
AREQUIPA,CONDESUYOS,CAYARANI,-0.7222454801518866,-2.676846742630005,2.0723307132720947,1.0150125949426054,2.254878973960876,FRÍO (≤ p10)
CUSCO,ESPINAR,PICHIGUA,0.3070407935551235,-0.8678183555603027,1.310463786125183,0.7264604792312023,1.7934283137321474,FRÍO (≤ p10)
HUANUCO,YAROWILCA,APARICIO POMARES,5.393740336100261,4.13534688949585,7.081947326660156,1.0323790903928824,2.3266217708587646,INTERMEDIO (p10–p90)
ANCASH,HUARAZ,HUANCHAY,7.053333827427456,3.3739912509918213,11.256558418273926,2.6150863055361864,5.837095260620117,INTERMEDIO (p10–p90)
ANCASH,RECUAY,RECUAY,4.030341012137277,2.2085940837860107,5.388029098510742,0.9335262578223206,1.9262111186981201,INTERMEDIO (p10–p90)
HUANUCO,DOS DE MAYO,YANAS,5.835000514984131,5.835000514984131,5.835000514984131,0.0,0.0,INTERMEDIO (p10–p90)
ANCASH,RECUAY,TICAPAMPA,2.8111732482910154,1.9821139574050903,3.548755645751953,0.50533150749108,1.053601002693176,INTERMEDIO (p10–p90)
HUANUCO,LAURICOCHA,QUEROPALCA,2.688039779663086,2.0622029304504395,3.4238831996917725,0.446117471917626,1.0169715881347656,INTERMEDIO (p10–p90)
ANCASH,BOLOGNESI,CHIQUIAN,4.795724105834961,3.3355066776275635,7.906541347503662,1.6880624218821902,3.440034341812134,INTERMEDIO (p10–p90)
HUANUCO,AMBO,AMBO,9.458714803059896,5.96399450302124,11.724299430847168,2.119220371681476,5.008136653900146,INTERMEDIO (p10–p90)
CAJAMARCA,CAJAMARCA,CHETILLA,8.85260009765625,7.590693950653076,10.114505767822266,1.2619059085846172,2.0190494537353523,INTERMEDIO (p10–p90)
LA LIBERTAD,BOLIVAR,BOLIVAR,11.29266122671274,5.225083827972412,19.489336013793945,4.230662507131344,11.06954288482666,INTERMEDIO (p10–p90)
LA LIBERTAD,CHEPEN,PUEBLO NUEVO,17.593358357747395,17.216373443603516,17.97952651977539,0.24418641396955093,0.627207946777343,INTERMEDIO (p10–p90)
SAN MARTIN,MARISCAL CACERES,JUANJUI,20.75481708233173,19.951669692993164,21.405405044555664,0.3909043282083342,0.8907325744628913,CÁLIDO (≥ p90)
CAJAMARCA,SAN MARCOS,JOSE SABOGAL,10.982651654411764,5.43589973449707,17.130563735961914,3.668303089559868,9.169838428497316,INTERMEDIO (p10–p90)
SAN MARTIN,HUALLAGA,SACANCHE,20.891292572021484,20.3835391998291,21.550992965698242,0.4197084308569504,0.8204740524292014,CÁLIDO (≥ p90)
LAMBAYEQUE,CHICLAYO,ETEN PUERTO,18.235963821411133,18.235963821411133,18.235963821411133,0.0,0.0,INTERMEDIO (p10–p90)
SAN MARTIN,HUALLAGA,EL ESLABON,21.13926124572754,20.605051040649414,21.54058837890625,0.3388722115602192,0.6819253921508768,CÁLIDO (≥ p90)
CAJAMARCA,CELENDIN,JORGE CHAVEZ,11.221582412719727,9.946104049682617,12.497061729431152,1.2754788398743566,2.0407661437988267,INTERMEDIO (p10–p90)
ANCASH,BOLOGNESI,ANTONIO RAYMONDI,12.749076843261719,10.747611999511719,14.294045448303223,1.2860894432220797,2.6289325714111325,INTERMEDIO (p10–p90)
ANCASH,BOLOGNESI,CAJACAY,4.9062744140625,2.024784564971924,8.641051292419434,2.270907064449194,4.994626045227051,INTERMEDIO (p10–p90)
ANCASH,HUARAZ,LA LIBERTAD,4.7432050704956055,3.09265398979187,6.572206497192383,1.3153852600862552,2.8234803915023807,INTERMEDIO (p10–p90)
HUANUCO,DOS DE MAYO,QUIVILLA,7.348232746124268,7.348232746124268,7.348232746124268,0.0,0.0,INTERMEDIO (p10–p90)
ANCASH,HUARAZ,COLCABAMBA,11.26244831085205,11.26244831085205,11.26244831085205,0.0,0.0,INTERMEDIO (p10–p90)
ANCASH,HUARAZ,OLLEROS,3.3071212768554688,2.2139313220977783,5.38700532913208,1.1443942150328357,2.3302908420562742,INTERMEDIO (p10–p90)
ANCASH,HUARAZ,PAMPAS GRANDE,12.78637440999349,8.586237907409668,15.401214599609375,2.2605982408424574,6.141102123260499,INTERMEDIO (p10–p90)
ANCASH,OCROS,CARHUAPAMPA,8.57197093963623,6.259222030639648,10.783669471740723,2.0199852034423236,4.212890768051148,INTERMEDIO (p10–p90)
ANCASH,HUARI,PAUCAS,8.515293884277344,5.518537521362305,11.104044914245605,2.100828552016905,4.7052324295043935,INTERMEDIO (p10–p90)
ANCASH,PALLASCA,SANTA ROSA,13.949984232584635,11.635527610778809,15.383522987365723,1.1531297404088072,2.2916269302368164,INTERMEDIO (p10–p90)
ANCASH,CORONGO,CORONGO,6.964913940429687,4.303257942199707,11.740924835205078,2.659148081570386,5.519396018981933,INTERMEDIO (p10–p90)
HUANUCO,MARANON,HUACRACHUCO,9.112246306046195,5.348109722137451,13.204303741455078,2.561440656468194,6.358060836791992,INTERMEDIO (p10–p90)
ANCASH,CORONGO,ACO,5.913692951202393,3.370265007019043,8.457120895385742,2.5434279441833496,4.069484710693359,INTERMEDIO (p10–p90)
HUANCAVELICA,HUAYTARA,SANTIAGO DE CHOCORVOS,7.053306178042763,1.4432191848754883,13.512238502502441,3.8968319172937553,10.528280305862427,INTERMEDIO (p10–p90)
PUNO,CARABAYA,OLLACHEA,2.513655242919922,-1.694926381111145,10.688422203063965,2.9086940337773233,6.654849886894226,INTERMEDIO (p10–p90)
CUSCO,QUISPICANCHI,ANDAHUAYLILLAS,6.182790756225586,4.878261089324951,7.4873199462890625,1.3045294284820774,2.0872470855712884,INTERMEDIO (p10–p90)
ICA,PISCO,SAN CLEMENTE,16.26359685262044,16.096609115600586,16.41776466369629,0.1270995359502337,0.2984800338745117,INTERMEDIO (p10–p90)
APURIMAC,ANDAHUAYLAS,HUANCARAMA,7.435347239176433,6.402247905731201,9.172940254211426,1.235965893011518,2.2165538787841808,INTERMEDIO (p10–p90)
ICA,PISCO,INDEPENDENCIA,15.480278015136719,15.072575569152832,15.8303861618042,0.2582134839563653,0.6337102890014652,INTERMEDIO (p10–p90)
PUNO,PUNO,ACORA,-0.838426127578273,-4.8320441246032715,5.281631946563721,2.2573258384529646,6.120660066604614,FRÍO (≤ p10)
PUNO,PUNO,MANAZO,-0.43382153144249547,-2.0133490562438965,1.5923694372177124,1.212568900102859,3.2516675710678102,FRÍO (≤ p10)
PUNO,PUNO,VILQUE,0.9492716108049665,-0.019113818183541298,1.5806611776351929,0.4698736772732975,0.9529993571341038,FRÍO (≤ p10)
AREQUIPA,CASTILLA,CHILCAYMARCA,1.8484927415847778,-0.3319076597690582,3.193821907043457,1.148158199967471,2.8756423622369764,INTERMEDIO (p10–p90)
AREQUIPA,CAYLLOMA,CALLALLI,-2.704714848445012,-4.7164788246154785,-0.3743549585342407,1.0069917818972218,2.729356360435485,FRÍO (≤ p10)
AREQUIPA,CAYLLOMA,TAPAY,-1.0238415400187175,-2.8053195476531982,5.530044078826904,2.277865045727862,4.031173437833787,FRÍO (≤ p10)
PUNO,HUANCANE,TARACO,0.9747992924281529,0.37472376227378845,1.3752151727676392,0.3255095100467148,0.7546140432357789,FRÍO (≤ p10)
ANCASH,ASUNCION,ACOCHACA,4.894523620605469,4.156621932983398,5.632425308227539,0.7379016876220703,1.1806427001953121,INTERMEDIO (p10–p90)
ANCASH,SIHUAS,SIHUAS,7.76250696182251,6.895347595214844,8.629666328430176,0.867159366607666,1.3874549865722656,INTERMEDIO (p10–p90)
ANCASH,PALLASCA,LLAPO,10.079110145568848,7.836714267730713,12.32150650024414,2.2423961162567267,3.5878337860107408,INTERMEDIO (p10–p90)
ANCASH,HUARMEY,HUAYAN,10.742205619812012,6.673264026641846,14.534411430358887,2.7839051625270463,5.57003264427185,INTERMEDIO (p10–p90)
HUANUCO,YAROWILCA,CAHUAC,,,,,,
ANCASH,BOLOGNESI,AQUIA,2.6492047627766926,0.881633460521698,4.649520397186279,0.9787027425114063,2.357028555870056,INTERMEDIO (p10–p90)
HUANUCO,DOS DE MAYO,LA UNION,5.300751368204753,4.036057472229004,6.03520393371582,0.7006378372091275,1.5251665115356445,INTERMEDIO (p10–p90)
ANCASH,AIJA,SUCCHA,6.970359802246094,6.35259485244751,7.588125228881836,0.617765188217209,0.9884243011474609,INTERMEDIO (p10–p90)
HUANUCO,YAROWILCA,OBAS,5.45009765625,4.827660083770752,6.275876522064209,0.5746067055222824,1.276926803588867,INTERMEDIO (p10–p90)
ANCASH,AIJA,HUACLLAN,4.307873725891113,4.307873725891113,4.307873725891113,0.0,0.0,INTERMEDIO (p10–p90)
ANCASH,AIJA,LA MERCED,3.349396514892578,2.889127492904663,3.933687448501587,0.4034762684918558,0.9125288963317875,INTERMEDIO (p10–p90)
HUANUCO,DOS DE MAYO,CHUQUIS,5.6856889724731445,4.071512222290039,7.42535924911499,1.157762677548095,3.0347452640533445,INTERMEDIO (p10–p90)
HUANUCO,DOS DE MAYO,PACHAS,4.754654884338379,3.9213173389434814,6.041315078735352,0.7700384977307428,1.8050894975662226,INTERMEDIO (p10–p90)
ANCASH,HUARAZ,PIRA,5.0832324557834205,2.6344501972198486,9.342034339904785,2.198289449827134,4.977595281600953,INTERMEDIO (p10–p90)
HUANUCO,HUAMALIES,PUNCHAO,4.624536514282227,4.624536514282227,4.624536514282227,0.0,0.0,INTERMEDIO (p10–p90)
ANCASH,HUARI,SAN PEDRO DE CHANA,5.875164794921875,4.781595706939697,7.519519329071045,0.9272596722299229,1.9386642456054686,INTERMEDIO (p10–p90)
ANCASH,HUARAZ,PARIACOTO,8.289604949951173,2.229055166244507,13.874550819396973,4.581731211106404,10.386916589736938,INTERMEDIO (p10–p90)
ANCASH,HUARAZ,INDEPENDENCIA,4.0642523332075635,0.5104930400848389,7.337356090545654,2.133760622315229,5.0683876276016235,INTERMEDIO (p10–p90)
HUANUCO,HUAMALIES,MIRAFLORES,5.2018141746521,4.240940093994141,6.622354984283447,0.9250948820445226,1.9272619724273685,INTERMEDIO (p10–p90)
AREQUIPA,CASTILLA,ORCOPAMPA,-0.5260126279748004,-2.27618145942688,2.1777281761169434,1.3513049302177256,3.7227307558059692,FRÍO (≤ p10)
CUSCO,ESPINAR,SUYCKUTAMBO,-0.33277500243414015,-1.8463269472122192,1.4455522298812866,0.8713567958386096,2.3061007261276245,FRÍO (≤ p10)
AREQUIPA,CASTILLA,CHACHAS,-0.964535224728468,-3.0717098712921143,7.461538791656494,1.9657890479955769,2.751366376876831,FRÍO (≤ p10)
ICA,NASCA,VISTA ALEGRE,14.072468004728618,12.3716402053833,14.938522338867188,0.6942804754603804,1.6402011871337887,INTERMEDIO (p10–p90)
PUNO,AZANGARO,TIRAPATA,0.27590036392211914,0.09036707878112793,0.6940091252326965,0.19373787445700819,0.3747169554233552,FRÍO (≤ p10)
PUNO,MELGAR,CUPI,-0.4027095635732015,-1.562869668006897,0.5443968772888184,0.7888780093898792,1.8186382874846458,FRÍO (≤ p10)
AREQUIPA,CAYLLOMA,CAYLLOMA,-2.19992341386511,-3.857733964920044,-1.0867201089859009,0.5965869005012905,1.5172754049301147,FRÍO (≤ p10)
PUNO,HUANCANE,COJATA,-2.681792704264323,-3.616710662841797,-1.5416690111160278,0.501033635912617,1.1776430845260628,FRÍO (≤ p10)
AREQUIPA,LA UNION,PAMPAMARCA,0.6951883179800851,-0.7694573402404785,5.375394344329834,1.5514985677618272,3.3870594173669817,FRÍO (≤ p10)
ICA,NASCA,CHANGUILLO,14.581789016723633,13.632271766662598,15.43759822845459,0.499084542785934,1.3740660667419444,INTERMEDIO (p10–p90)
PUNO,MELGAR,ORURILLO,0.9635042043832632,-0.40636464953422546,2.4406139850616455,0.863432745178494,2.048349849507213,FRÍO (≤ p10)
PUNO,MELGAR,MACARI,-0.5755700667699178,-1.5222007036209106,0.6564040184020996,0.6445286313177364,1.6818452239036559,FRÍO (≤ p10)
PUNO,AZANGARO,ASILLO,1.330495834350586,0.3399324417114258,2.434662342071533,0.6572065653833855,1.5899686038494112,INTERMEDIO (p10–p90)
HUANUCO,HUANUCO,CHINCHAO,11.572703857421875,7.168722629547119,16.747045516967773,2.787237053413711,7.777893829345704,INTERMEDIO (p10–p90)
HUANUCO,PACHITEA,CHAGLLA,12.89251066509046,6.882137298583984,17.46446990966797,2.9067277962279516,7.720874214172364,INTERMEDIO (p10–p90)
UCAYALI,CORONEL PORTILLO,IPARIA,21.688640657018443,15.398463249206543,22.57892608642578,1.3396832513366976,1.9861055374145522,CÁLIDO (≥ p90)
PASCO,OXAPAMPA,CONSTITUCION,20.441200785117573,15.109147071838379,22.029115676879883,1.6667017062194402,3.8997974395751953,CÁLIDO (≥ p90)
HUANUCO,PUERTO INCA,YUYAPICHIS,21.8984769933364,19.457319259643555,22.393808364868164,0.4505053007637286,0.6028684616088889,CÁLIDO (≥ p90)
PUNO,EL COLLAO,ILAVE,-0.1400191613606044,-3.541158437728882,1.9337137937545776,1.4288087004763796,3.7556379437446594,FRÍO (≤ p10)
SAN MARTIN,PICOTA,PILLUANA,21.41518783569336,21.381837844848633,21.448537826538086,0.03334999084472656,0.0533599853515625,CÁLIDO (≥ p90)
AMAZONAS,CHACHAPOYAS,BALSAS,14.507523970170455,9.300203323364258,18.854625701904297,3.1966582558994734,7.355673789978027,INTERMEDIO (p10–p90)
SAN MARTIN,PICOTA,TRES UNIDOS,19.653421255258415,18.182607650756836,21.069515228271484,0.755733042929311,1.5657478332519545,CÁLIDO (≥ p90)
LAMBAYEQUE,CHICLAYO,PICSI,18.193559646606445,18.088451385498047,18.298667907714844,0.10510826110839844,0.16817321777343608,INTERMEDIO (p10–p90)
LAMBAYEQUE,CHICLAYO,TUMAN,17.95625114440918,17.872602462768555,18.120065689086914,0.09623734658416164,0.17355613708496165,INTERMEDIO (p10–p90)
SAN MARTIN,PICOTA,BUENOS AIRES,20.619908650716145,19.408246994018555,21.456663131713867,0.6554578625270105,1.550547790527343,CÁLIDO (≥ p90)
CAJAMARCA,CELENDIN,HUASMIN,7.206733703613281,4.995339393615723,11.845165252685547,1.869062201015633,3.675656414031983,INTERMEDIO (p10–p90)
LAMBAYEQUE,CHICLAYO,OYOTUN,17.787078857421875,14.719830513000488,18.6457462310791,1.1085609001882841,2.4840006828308105,INTERMEDIO (p10–p90)
CAJAMARCA,CHOTA,QUEROCOTO,9.675832748413086,7.610917568206787,11.64323902130127,1.3752039004463803,3.5675177574157715,INTERMEDIO (p10–p90)
CAJAMARCA,CUTERVO,CUTERVO,11.758854166666667,9.934500694274902,14.800579071044922,1.5304765595202159,3.869568634033202,INTERMEDIO (p10–p90)
SAN MARTIN,EL DORADO,SAN MARTIN,17.35950385199653,15.247014045715332,20.58632469177246,1.5112258236590812,3.4291880607604988,INTERMEDIO (p10–p90)
AMAZONAS,LUYA,PROVIDENCIA,16.28355255126953,13.24100112915039,17.654804229736328,1.6037477207186115,3.1460700988769545,INTERMEDIO (p10–p90)
AMAZONAS,LUYA,COLCAMAR,10.084210395812988,8.878592491149902,11.155289649963379,0.8843099056647237,1.8991110801696784,INTERMEDIO (p10–p90)
AMAZONAS,RODRIGUEZ DE MENDOZA,COCHAMAL,11.201059722900391,9.409527778625488,12.442984580993652,1.278216111575454,2.7492633819580075,INTERMEDIO (p10–p90)
ANCASH,HUARI,UCO,9.770940780639648,8.76589584350586,10.775985717773438,1.005044937133789,1.608071899414064,INTERMEDIO (p10–p90)
HUANUCO,HUAMALIES,JIRCAN,9.454624720982142,7.456192493438721,12.661636352539062,1.5950052693134202,3.3280420303344735,INTERMEDIO (p10–p90)
ANCASH,YUNGAY,MANCOS,4.5184149742126465,4.5184149742126465,4.5184149742126465,0.0,0.0,INTERMEDIO (p10–p90)
ANCASH,YUNGAY,RANRAHIRCA,9.754732131958008,9.754732131958008,9.754732131958008,0.0,0.0,INTERMEDIO (p10–p90)
ANCASH,HUARI,HUACCHIS,7.357114315032959,7.357114315032959,7.357114315032959,0.0,0.0,INTERMEDIO (p10–p90)
ANCASH,ANTONIO RAYMONDI,CHINGAS,8.743057250976562,7.16148567199707,10.324629783630371,1.5815720558167223,2.530515289306641,INTERMEDIO (p10–p90)
PASCO,PASCO,YANACANCHA,3.4854253133138022,2.3508951663970947,5.185375213623047,1.0296995113323624,2.146888852119446,INTERMEDIO (p10–p90)
PASCO,DANIEL ALCIDES CARRION,VILCABAMBA,4.471421718597412,3.2206614017486572,6.516163349151611,1.2892169150520099,2.6321123361587526,INTERMEDIO (p10–p90)
LIMA,CAJATAMBO,HUANCAPON,11.173178354899088,8.373923301696777,12.72696304321289,1.55938328603069,3.453545093536377,INTERMEDIO (p10–p90)
PASCO,DANIEL ALCIDES CARRION,GOYLLARISQUIZGA,5.869028568267822,5.869028568267822,5.869028568267822,0.0,0.0,INTERMEDIO (p10–p90)
CAJAMARCA,JAEN,SANTA ROSA,18.973531087239582,15.865021705627441,20.985050201416016,1.757791934295935,3.998366355895996,INTERMEDIO (p10–p90)
